,review,date,country,rating,name,type
84,"The entrance to the casino is to check the passport, and the check is quite careful. The facilities are also very good, calculate the exchange rate consumption is not cheap, or the Philippines to play this cheap. The door is full of luxury stores, the main customer of the gold store is the customer who wins.",2016-05-27,N.A.,bubble_40,A TripAdvisor China Member,Couple
85,"Although I was not interested in the casino itself, I put it for free and visited with the intention of only going to see what kind of situation it was. Drinks are free. Just because of tobacco, the air was bad and I could not stay long. Even after I returned to the hotel, I was concerned about the smell of tobacco on clothes and hair.",2016-05-21,"Kawasaki, Japan",bubble_30,mi1040,Couple
86,"This place is a must go for tourist, just for a dollar, you stand the chance to win thousands! Where else to find a better b deal than this? Just a press of the button, music and flashing lights will come and cash out your winnings",2016-05-14,"Singapore, Singapore",bubble_50,XavierShoot,Couple
87,"I visited Golden Week. I wondered whether Bay Sands Casino or Sentosa Casino, but I made it to a reputable Sands casino. Although I experienced the casino for the first time, I was surprised at the size. Also drinks are free. People who want to play table games with interpersonal guys because the minimum is about $ 100, I think the threshold is high for those who are just experienced like me. Also, because roulette is European, I abandoned it because the sequence of figures was different from what I know. As a result, we went to slot machines called Takifuku. You can play for around a few hours with $ 100 and $ 50 back. I think that if you go with the feeling ""play"" instead of ""game"", you can enjoy it considerably.",2016-05-09,N.A.,bubble_30,ttaakk,Couple
88,"I felt that consideration to be able to enjoy safely was in the middle. The amount also has various settings, I think that women can enjoy it even if they go alone.",2016-05-05,Japan,bubble_40,tyrann1024,Couple
89,"I recently went to this casino, and let me tell you that they have more security than the White House . Just to get in you have to show your passport about 3 times, they write down all your Info, scan it and look at it again . Before you get in, you have to leave your bag with security with takes about 10 mins while the write down all u passport info. Once you get in the casino is a just a bIg warehouse where the tables are so close you feel like you are in a factory . Once you are ready to leave the check your passport again . Mind you this process takes forever because imagine 15 people trying to leave or get in ... Not worth your time . Go to Vegas !!!",2016-04-29,N.A.,bubble_10,Andres G,Couple
90,"On our latest trip to Singapore we stayed at both Marina Bay Sands and Resorts World and we both agreed that Resorts Worlds is streets ahead of Marina Bay in so many ways from service, to offerings and rewards programs.would not recommend and perhaps head over to Sentosa",2016-04-26,"Sydney, Australia",bubble_20,Darren W,Couple
91,"I was with my husband, he played slot machines, roulette and poker. The casino is very big. only if you have a passport",2016-04-22,"Rostov-on-Don, Russia",bubble_50,katyadima555,Couple
92,"While the Casino is great, it is really a struggle with people being allowed to smoke at the tables. Not a great area to be around.",2016-04-21,"Perth, Australia",bubble_40,PAMELA I,Couple
93,this is only a place for gamblers. travellers who like to part their $$ will like this place. For those food lovers or those who enjoy scenery will detest this place to the core.,2016-04-12,"Singapore, Singapore",bubble_30,TobyCheong,Couple
94,"Visiting marina bay and enjoying the fantastic views which take place all around, including the bay, we were taken by the curiosity to see a casino for the first time, and also by ""small desire"" to play $ 10 and experience the thrill .. Not being a casino expert, I hear that this is marina bay, one of the largest and most crowded in the world. In fact we found a lot of people already arriving by taxi, then a good line at the entrance, also due to the strict order service. Inside an incredible thing .. thousands of square meters of machines, gaming tables, roulette, etc. and all on two floors. We played our ten dollars and of course we lost, and we were a little to observe the progress of the game at the various tables.Needless to say, we can see everything. Big figures that suddenly disappear in the hope of pecking the lucky number or card. This is why it is monstrous in all senses. March 2016 Mauro Porto Torres",2016-04-10,"Porto Torres, Italy",bubble_40,mauroPtorres,Couple
95,My husband I arrived at 4:30am from LA and we were excited to hear the casino was open 24 hours. After 21 hours on a flight we wanted a cocktail. We were surprised that the casino was completely dry and everyone was smoking. Not fun at all.,2016-04-06,Los Angeles California,bubble_30,TheOngs310,Couple
96,"They don't allow Iranian people to Come inside casino !!!!I was in many casinos all around the world from Las Vegas to macao, South Africa to Brasil but this is an only place that following political problems between Iran and usa.Really I have no idea what does that ugly behavior means !!!!",2016-04-04,iran,bubble_10,rezaakk,Couple
97,"I have been playing in Casino for years,mostly in the native American casino. The experience in Marina Bay was horrible as most of the machines are either 5 Cents or 2 cents. One cent machines are too less. I got bonus in almost all the games, but not a single was generous to pay me back. Huh.. don't go to the casino as it will surely drain your money. Also you must be amazed to know that the combined income of just 2 casinos from Singapore is more than that entire Las Vegas. So I guess you now know the reason. Stay Away...",2016-03-30,"Lyon, France",bubble_20,Sunny D,Couple
98,"we can not miss it, this casino is great with its Christmas decorations, its 57 floors and its countless tables and gaming machines, it is appalling. There is an extraordinary world on all floors and tobacco smoke too !",2016-03-17,"Geneva, Switzerland",bubble_50,orobertooo,Couple
99,"15,000 square meters of casino open 24 hours a day. 500 gaming tables, 1,600 one-armed gangsters, 30 private gaming rooms attract thousands of guests per day. Entrance for foreigners is free, for locals - 100 Singapore dollars. This time we were lucky, after an hour of playing Black Jack, I got up from the table, losing only 15 dollars. This is victory!",2016-03-15,"Odessa, Ukraine",bubble_40,_Odessa_Ukraine533,Couple
100,"Casino was really big and have a lot of gamming tablets, also a lot of one hand machine. I'am not playing in Casino very often but some times is nice to play",2016-03-14,N.A.,bubble_40,MateuszPodroznik,Couple
101,"An unforgettable experience between being happy to win a lot and suddenly losing in an instant! But lesson learned. Access here using Uber is very easy, for visitors (tourist) to enter the palace for free! Just buy it; if you have won a lot of benefits. Don't continue, then lose. Wkwkwkwk",2016-02-24,N.A.,bubble_50,smartravelo,Couple
102,Please try to create a member card at the reception. Application form has Japanese form. You can also have a souvenir to commemorate.,2016-02-23,"Kumagaya, Japan",bubble_40,tripskiski,Couple
103,"one of the biggest casinos ever seen, get ready to queue up to get inside the baysands to get a different experience",2016-02-17,"Palermo, Italy",bubble_50,Ciro74,Couple
104,"Hi. Read previous reviews, this place must have changed since then. this casino is huge it's free to get in but you do need a passport which they check carefully, all types of dress shorts, jeans, flip flops! Anything goes. Free tea coffee drinking chocolate, all soft drinks. Some low bet table lowest roulette 5 s/ dollars but Evens, red/ black etc minimum bet is 25s/dollars!!!!no one bet on them! 5c slot machines! BUT BIG money being used 200 s/dollars on lots of tables, very interesting walking around saw one man win 25 thousand on a table, worth a visit even if you do not gamble.Smoking on ground floor but 1 st floor non smoking. Casinos in London are a bit more upmarket. But I really enjoyed the visit. Over 18's only.",2016-02-14,"Bromley, United Kingdom",bubble_40,Maureenlovesholiday,Couple
105,"Security is quite stringent so best to visit during a quieter period (weekdays, during office hours) if you are not into gambling and the main reason for entering is curiosity. 2 large floor, packed with tables and gambling machines with the non smoking section the entire upper level. Friendly staff to answer questions. Free light refreshments. The sights and sounds of human nature (at its best & worst) are quite interesting to observe here.",2016-02-11,N.A.,bubble_40,SHARK-T07,Couple
106,Many tables and machine games. The staff is very friendly. I was not knowing a machine game and the staff explained the game very well. Lot of tables are there and too many people. Happy to visit this place.,2016-02-09,"Ahmedabad, India",bubble_50,Namrata S,Couple
107,"The casino is located in the five-star hotel Marina Bay on the second floor. We are not players, but one eye is worth a look. Of course, impressive, a lot of people, but there is no fuss. Each has its own game. I recommend for excursion purposes ....",2016-01-27,"Taganrog, Russia",bubble_50,olga s,Couple
108,Spectacular views absolutely massive. Service Was variable. Not exactly what was expected from a hotel of this type. Wouldn't revisit but it has to be seen once.,2016-01-08,london,bubble_30,nicholaspeters,Couple
109,"If you are in Singapore for a few days then the Casino is worth a visit. there is entry price of 100$ / pax if you are Singaporean or hold a PR, else entry is free. Remember to carry your passport and the white pass in it to show that you are a tourist here, or carry your passport and EP/DP pass, then too its free. There is a juice/coffee vending machine inside (complimentary) to enjoy while you look around or play",2016-01-06,"Singapore, Singapore",bubble_40,Gazal P.,Couple
110,"It is a very wide casino of Marina Bay Sands. Passport is required for both entrance and exit. If you forget, you can not enter. Similar slots are lined up, but the amount to be hung is decided, so beginners should check well , first try starting with a small amount for the first time. If you are a high roller ... you will be familiar with it, so the explanation is not necessary.",2015-12-31,"Hiroshima, Japan",bubble_30,Volodos1,Couple
111,"It is a casino in Marina Bay Sands. Presentation of passport is required to enter. There are many high rollers of Chinese and Arab people, but there are also machines that can be enjoyed even for a small amount, so if you notice it will play for hours. Those who want to forfeit come.",2015-12-31,N.A.,bubble_50,Tauroki,Couple
112,"Had to have passport to enter, was checked more thoroughly than airport security. Good to see a range of tables where you can bet lower if you're there for fun, the majority are there for serious gambling though and were quite rude and had no issue in pushing us out of the way to get to the table (that we too were playing at). Staff weren't very friendly either. No bar to buy drinks from and no real atmosphere to the place. The smell of cigarettes was sickening and the ash all over the floor, tables and seats was putrid. Wouldn't recommend and wouldn't return.",2015-12-29,"Sydney, Australia",bubble_20,Attraversiamo22,Couple
113,"If you bring your passport, you can enter for free except for Singapore nationals. Shooting in the casino is prohibited. There are many security. Because I did not understand the rules, I was just looking, it was fun.",2015-12-22,N.A.,bubble_30,Experience807100,Couple
114,"I did blackjack for the first time. Depending on the price, the table is different, so go to the cheapest table. It was a table of seven people, I enjoyed talking with you all over the place, it was a fun game rather than a serious gambling. The table with the high price was truly a game and the atmosphere was completely different. Beginners are recommended.",2015-12-22,N.A.,bubble_40,mask,Couple
115,"It reminds me of the macao mess. Lots of gaming tables, indoor restaurants. Soft drinks included, smoking is allowed, minimum bet $ 25",2015-12-14,Florence,bubble_40,Frensis mori,Couple
116,"Free entry with passport (locals have to pay a levy). Large casino with free drinks (non-alcoholic). Smoke freely downstairs, Level 1 is non smoking. ATM at entrance, cashiers will change most foreign currency inside.Over 2,300 slot machines and many table games. Recommended dress is smart casual - no beach wear, flip flops, casual shorts or sleeveless shirts.Staff are very helpful.",2015-11-18,"Melbourne, Victoria, Australia",bubble_40,DarrenPI,Couple
117,Have to have your passport with you otherwise will not be allowed in. We went just around to see casino didn't gamble but the staff still very friendly and helpful. Never seen such a huge casino there is one floor for smokers and a non smoker floor plus a high rollers floor.,2015-11-11,"Brisbane, Australia",bubble_40,Tricia979,Couple
118,"Heaps of games. Free entry with passport. Free soft drinks, water, tea and coffee available while in casino.
Can smoke downstairs, upstairs smoke-free.",2015-11-07,"Melbourne, Australia",bubble_50,Keri C,Couple
119,It's just like other casino in other places in the world. Bring your passport to get a member card. Put the card in before you play. Collecting the points for upgrade the card. I preferred the one in Macau better coz they're serving wine and beer over there while you're playing.,2015-11-01,"Singapore, Singapore",bubble_40,0_Gyrfalcon_0,Couple
120,We had some luggage that we could not take to casino. We eventually had to leave without going in - here's wjy..When we called in We were told to drop our bags at conceirge.Conceirge told us to go to casino bag drop off. They told us to go 2 levels up to another drop off. They refused to accept our bags. We were stucj and drop drop our bags at the conceirge,2015-10-29,"Newport Beach, California",bubble_10,NPM N,Couple
121,"It was the first time I was in a casino and I was impressed by the size of this one. There are several floors and endless machines. To enter, just make a small registration at the entrance, presenting an identification document.",2015-10-26,"Curitiba, PR",bubble_50,Leticia I,Couple
122,"passport entry !!! cocktails and drinks should be asked from the girl standing in the center of the hall and then wait while sitting at the phone when she brings! exception- either you are a VIP player or play in the VIP zone! the devices are outdated, there is no poker at the tables (((there is a good cafe with soup there! I advise you to visit",2015-10-26,"St. Petersburg, Russia",bubble_30,sofiyka_83,Couple
123,"It is a great place. Gather everything in the hotel, casino, shopping malls from all over the world. International fountain like Venice in the center of the mall. Louvich is a very large water.",2015-10-23,N.A.,bubble_50,Spoon P,Couple
124,"The casino is very large, with the main floor being a smoking level. All upper floors are non-smoking. The upper floors are large rings that circle the perimeter of the building, and have an open air center, overlooking the main floor of the casino. Everything is big and bright, and clean. Smoke is not troublesome, even on lower floor. There is a large variety of games, but oddly lacking in any video poker. The casino has only 2 craps tables, and no ""bubble"" craps machines. There are plenty of Sic Bo tables and Bubble Sic Bo machines, which is an Asian game similar to Craps. Plenty of Black Jack, and poker variations (though oddly not much Pai Gao). Table limits for most games, including craps were S$25. Slot machines can be found all the way down to 2 cents. No free alcohol drinks that I saw, but plenty of free coffees, teas, waters, sodas, including several self-serve coffee/latte/espresso machines and soda fountains. They will want to review your passport (several times) while entering the casino. If you join the casino Rewards Club, it takes 10+ minutes and requires passport and fingerprints. The casino is connected to the shopping mall and hotel complex. There is direct access from the MRT at the Bayfront station. (Circle line and Down Town lines only for now). The North South line terminates at Marina Bay station, which is a 10 minute walk away. If using North South MRT line, better to transfer at Promenade Station to Circle line. (All of this makes sense, once you arrive and familiarize yourself with the MRT).This casino has a much more ""open and airy"" feel, as compared to most Vegas casinos- due to it's very high ceilings, wide walkways, and bright lighting and great air filtration/circulation.",2015-10-22,"Cypress, Texas",bubble_40,WillyGreen-Z,Couple
125,I would say I like this casino better than the one in Sentosa. This is situated within the Shoppes at the Marina Bay and the interiors are very sophisticated. Definitely you will never feel the hours would pass by when you are inside. Just remember to play responsibly.,2015-10-20,N.A.,bubble_50,PJ L,Couple
126,"I tried it with curiosity what kind of casino is, but in Japan it was a huge pachinko parlor. Oh, I suppose my life will end in such a place! There is atmosphere to think that, in the word ""casino"" it is the story of the movie world that seemingly glamorous at first glance, the lonely people who wished for a getaway are doing.",2015-10-15,N.A.,bubble_10,Patrapatra,Couple
127,The entry and exit to the casino was professionally handled. A small queue was quickly dispursed so that we could enter the great array of betting areas. Food and drinks were reasonably priced and the atmosphere was awesome. If you are not a Singapore national you will need to take your passport to gain entry. We will definitely go again.,2015-10-07,perth,bubble_40,PerthWarnerbros,Couple
128,"I passed many times as I went from Sands to Shops at Marina Bay Sands. The check until entering is very severe, but the dress code was not like it was.",2015-10-06,Japan,bubble_30,pengopengo,Couple
129,"Smoking is allowed on the first floor, Smoking is permitted on the second floor, and smoking is on the second floor. I went to the VIP room dedicated to members who make high bets, but I was able to enjoy the game with great peace of mind as there are people in charge of Japanese who can respond kindly.",2015-09-30,"Naha, Japan",bubble_40,Culture807134,Couple
130,"Ok, if you like playing poker cards, blackjack, legitimate stamp and other machine games ... This casino must be visited if you travel to Singapore. I am not a gambling addict, I am just an adrenaline buff who I feel when I gamble hihihihi .... and I like card games. And in my opinion the game blackjack is efficient in terms of time and capital bet and one of the favorites when playing at mbs casino ... So far the ambience is ok, free drink, clean and there are two smoking and non smoking areas ... One place mandatory that I go to in Singapore.",2015-09-23,N.A.,bubble_50,emmqueee,Couple
131,Impeccable condition and as it is smoking allowed I didn't think I would stay long as I can't stand smoking but the conditioning of the air is fantastic you cannot smell the smoke. There is free drinks in there and it is huge. Worth a visit.,2015-09-19,"Southend-on-Sea, United Kingdom",bubble_50,Neetsnewts,Couple
132,"Newest of the newest and largest casino at the moment. Large hall which is incredibly uncomfortable. In las vegas there is another kind of entertainment, but here is massive gambling. Is worth a visit",2015-09-17,"Middenbeemster, The Netherlands",bubble_30,Paul V,Couple
133,"Afrer visiting the top of Marina Bay Sands Skypark you have to drop in this casino. It was like a huge dome, well pretty big enough inside. The smoke little bothered us, smokers had a separate area but you could not separate the air! Worth visiting and do not leave your passport at your hotel’s safe!",2015-09-16,"Budapest, Hungary",bubble_40,OZS969,Couple
134,"Evaluation is not high (lol) It is wider than the casino of Sentosa Island, there are a lot of tables, and the atmosphere is open-air atmosphere we receive a sense of casual feeling. Although the rate was high, the dealer was gentle in general, and I felt that there are more people who are happy with the customers. As something like Vegas sister is not going to a drink service and it is a little regret that being a cheap drink of self-service is a bit disappointing (lol) Because smoking is OK, if you have a smoker on the same table, a long game becomes painful It was. Checking entrance and exit is strict, there are careful checks with your passport photo. Also when you create cards you will be asked about your professional salary. The chicken rice in the restaurant in the middle was quite good taste.",2015-09-07,"Yokohama, Japan",bubble_50,charmander3104,Couple
135,"There's something for everyone (who wishes to gamble and is of age) here. Countless slot machines and table games for those gambling their pocket change to large sums. Friendly floor attendants bring your free water, soft-drinks, coffee or tea. Easy to spend too long here (as with any casino), but try your luck here--it's quite pretty!",2015-08-23,N.A.,bubble_50,Max-zeene L,Couple
136,"15,000 square meters of gaming tables is slot machines on 3 floors. A Las Vegas in Singapore. For those who love the game is a destination not to be missed.",2015-08-22,"Prato, Italy",bubble_40,NICCOLO70,Couple
137,"It is a very clean and wonderful casino. ㅎㅎ , but I do not think the money her daughter free to leave Sanya just not fun. You can never make money at a casino!",2015-08-16,"Seoul, South Korea",bubble_50,SejinAhn,Couple
138,"My wife and i visited the casino while on our travels through the Marina Bay shopping complex. We knew we needed our passports so were prepared for this. The casino is huge, tables and machines everywhere.It is an impressive casino but smoking is allowed and even though a smoker myself i choose not to in casinos. For non smokers the air is smelly, ash everywhere and full ashtrays at the machines.Very hard to get a drink and no alcohol available. This is worth a look but not for any length of time.",2015-08-16,"Perth, Australia",bubble_30,paul a,Couple
139,"never recommend this but can try for fun,with smoking and non smoking double storey casino in marina bay sand,with well trainee dealer and staff,place to be a  fun for a while waiting for my friends,hats off for well mainten",2015-08-16,"Kuala Lumpur, Malaysia",bubble_50,jaykala,Couple
140,"Beautiful and elegant. For those who have been to the Las Vegas casinos, nothing much. But you do not have to check it out.",2015-08-11,"Curitiba, PR",bubble_50,Renatohana,Couple
141,"I guess you read this review as tourist, then bring your passport and you will avoid paying the 100SGD fee which applies for Singapore citizens. I don't know if they are trying to prevent the locals getting corrupted by gambling, or simply control potential money flow. Anyway, I am not a player, and I can not tell you how it is to win or loose here, but I joined my husband. Very noisy place, even compared to Vegas. It seems you can smoke there. Definitely not a place for me, but I guess there are not many casinos in the Muslim countries nearby, so it was completely full anyway. Seems like well organised and controlled place.",2015-07-17,"Oslo, Norway",bubble_30,THREOslo,Couple
142,"Normally casinos have this cool atmosphere...well, not this one! To get it they ask for your passport before doing the line, they are not friendly nor polite, do not dare to go if you do not have your passport, they do not accept any other ID, after 1 min queue they ask you again for your passport, PERFECT you are in... well let get the chips, guess what? Passport again! They waiters are not as easy to find as in any other casino, out of all the staff I could say only one was nice, people did not seem to have fun. After an hour we diced to leave and YES they asked for my passport again in the exit door, I understand about security procedures but this was too much.",2015-07-14,Mexico,bubble_20,Paola L,Couple
143,"I always go when I go to Singapore. Since there is a passport check at the entrance, be sure to bring it with you. The machine plays Singapore dollars directly, but you can enjoy it even for beginners with small amount of bed. I think that it is good to enjoy the casino atmosphere because there are free drinks and restaurants.",2015-07-11,"Kamagaya, Japan",bubble_50,hiro190,Couple
144,"2 floors of every casino game possible and more.  Take your passport to gain entry.  This place is huge, full of wealth and characters, and great atmosphere.  Loved having a flutter and winning a bit but the overall experience was truly brilliant",2015-06-26,Berkshire,bubble_50,travelchick066,Couple
145,"We took note of another Trip Advisor's comments as to which of Singapore's two casinos is better. They stated this one had a no smoking section which meant to us that the other one did not, ie all smoking. Not true. This one, the Marina Bay Sands Casino has a lower level smoking area that has basically no ceiling and the smoke goes straight up to the entry level area. The air con was effective however and you didn't really notice the smoke from above. Instead of walking into a brightly lit, fun looking venue, you face a blank wall and have to choose to walk left or right, not knowing where either direction will lead you. The entry level mezanine is the outer circle of the casino which overlooks the smoking tables below. We didn't bother venturing down there but it looked like it was just tables. The entry level had limited machines and variations of games. The odds overall were not as good as they are in Perth, WA. They areas for changing foreign currency and cashing in chips are separated therefore the majority of the guests, being foreigners who do not have to pay the $100 entry fee like the residents do, have to find and line up at 2 separate desks. The one and only Information desk was not manned in the hour we were there and nobody comes when you push the ""call for service"" button. Signage everywhere (nowhere) was lacking and inappropriately placed. All cool drinks are free and dining is very limited. Definitely not as good as the casino on Santosa Island.",2015-06-17,"Perth, Australia",bubble_30,Marilyn R,Couple
146,"Big casino, with lots of gaming options. We played roulette and won. They allow smoking on the ground level, which was a turn off. Non-smoking on the 2nd level. Free tea, coffee and soft drinks was a surprise.There was a lack of eating options inside the casino. There is no space to sit and relax.",2015-06-16,N.A.,bubble_40,Alan R,Couple
147,"Brilliant , go to the lookout on level 57, it's a great view and the place is huge, I recommend go at dusk then you will get the best of both worlds, it's free too but the dinks are expensive but so what your on holidays",2015-06-14,"Adelaide, Australia",bubble_50,Michael0661003,Couple
148,"Really unfriendly staff from starting from front door to server, cashiers and croupiers. 
No atmosphere at all and extremely expensive drinks.",2015-06-14,"Cabo San Lucas, Mexico",bubble_10,Roberto A,Couple
149,I originally booked 6 nights in an Orchid Suite for a getaway for the wife & IWe decided by the end of the first day this place wasn't up to it The last straw was being told we couldn't sit at a table at KuDeTa on the pool level as this was for people who spend over 200 at the bar. Now normally 200 is an easy spend at a place like this but after that I'd decided they weren't getting any more of our custom. We checked into the Shangri La and so glad we did absolutely wonderful but that's another review,2015-06-04,"Melbourne, Australia",bubble_10,Colow60,Couple
150,"No alcohol is served here.. Very strange... I understand the moral behind it but hey coke, tea or coffee only? There is only so much tea or soft drink one can have... Found it very bizarre...",2015-05-21,"Hanoi, Vietnam",bubble_10,Sunlines1,Couple
151,"It was the first casino experience in my life. The table did not do Bibi at the lowest BET because it was very expensive, but when you can play with a lesser bet on the machine, you can not miss it! (Happy) Soft drinks, mineral water is all you drink, so I think that you can enjoy just watching without playing games!",2015-05-20,"Inzai, Japan",bubble_40,Nomad810640,Couple
152,"Located in the hotel building. Admission is free with a passport (for local 100 SGD). There is no special dress code, it is possible in shorts and a T-shirt. Located on two floors, as I understand it on one smoked, on the other not. There are automatic machines where you can pour yourself coffee, tea, water or carbonated drinks for free. Roulette, Black Jack, many different uninteresting types of poker, some other Asian games. A large number of gaming machines. At poker, the minimum bet is 25, at roulette 5 SGD. Did not impress.",2015-05-17,"Barnaul, Russia",bubble_40,Maxim Z,Couple
153,"I wanted to taste the atmosphere of the casino and visited with time adjustment of the return airplane. Foreigners can admission for free by presenting passport and thank you so that you can get juice · coffee for free. 　When I was able to walk on the shopping mall, I felt it was nice to have a break here. The first floor was for smokers and the second floor was for non-smoking. I did not know how to do at first, but as long as I was watching those who were playing it came to time, I came time to kill, so I put S $ 50 into the slot machine and set up a premium for the cheap slot game of the money Just press the button. Since it is me who does not have a game of luck, it ends without increasing. 　My wife increased the same amount for the first time with S $ 120 but temporarily became zero at the end. In the morning, leaving the hotel and taking care of luggage with the cloak at the entrance of the casino, it will be very useful if you use it well. 　Although photography is prohibited inside the casino, there was no deposit of smartphone, camera etc. at the time of entry.",2015-05-13,N.A.,bubble_40,ooki_kawa60,Couple
154,"Location, at its best...One of the best casino..,Visit once....a must to visit place....never miss this place.....it will take u to the place of fantasy....",2015-05-06,"New Delhi, India",bubble_50,Mohit1306,Couple
155,"I like to play a lot like the world of entertainment. Fear of money in the pocket. Hot and cold coffee, soft drink, free flow of water",2015-04-15,"Nonthaburi, Thailand",bubble_50,Chonvipha S,Couple
156,"Getting in is more complicated than getting into a High Security Prison to visit an inmate, it's ridiculous.   So if you really wanna go...take your passport.  It is huge and it stinks of cigarette smoke.  Don't go there...spend your money somewhere else.",2015-04-08,Bogota Colombia,bubble_10,aje302,Couple
157,"Not much good to say about this place.The security check took forever and there were nobody in line but us!! Go figure.... Our passports were examined twice by two different security officers. The first guy was at least somewhat friendly and courteous but the second officer was a total donkey's behind. He kept giving us this look like a couple of Orientals like us couldn't possibly be holders of US passports and we must be locals trying to pull a fast one. Very unwelcoming to say the least! Seriously, I think we got through the immigration checkpoint at Changi airport faster than at this place. At eleven, the place was hopping with plenty of gamblers but also people just sitting there gawking at passers-by. Must be already tapped out or just there to watch the action; take advantage of the free sodas; or to enjoy the free cigarettes (floating in the air). Very poorly ventilated for a place that allows open smoking. The stench of cigarettes smoke makes it quite unbearable. Ambience and décor was quite disappointing considering the absolutely magnificent resort hotel it is housed in. For some reason we expected more, much more.In retrospect, it kind of confirmed our suspicions that they really were cutting corners and trying build on the cheap after the SANDS ran into financial trouble during construction and had to be rescued by the Singapore government. We think the luxury casinos in Vegas i.e. Bellagio, Venetian are way way better in all aspects. Needless to say, we did not stay to indulge. If asked, we can say we were there. That's about it. Oh, btw they have self service beverage stations set up around the main floor offering sodas, juices, coffee etc. That's refreshing!! :)",2015-04-02,"Phoenix, Arizona",bubble_20,19860802,Couple
158,Yay for the nonsmoking section!! All the games you'd expect. Great complimentary nonalcoholic beverages that you can get yourself at drink stations or from waitresses. Casino is in good shape. Clean bathrooms. Fun night out!,2015-03-20,N.A.,bubble_50,Foxtrotx,Couple
159,had an hour in the casino on the slots. Not a big gambler but like the fun of it. Only downside was the lower level was for smokers. Most surprising.,2015-03-16,"Deal, United Kingdom",bubble_30,Dord28,Couple
160,"One of the more impersonal casinos somewhat lacking in character, ground floor gaming for smokers and second floor opening onto a balcony overlooking the ground.Strict rules on entry, locals pay a levy, foreigners must be in possession of passports and Singapore entry visa card which I always clip inside my passport when I enter Singapore.Some good slots and if you catch them on a good day some good payouts on jackpot machines but expect to pay maximum stakes to draw big. Been many times but only played the tables on a couple of occasions as they get really crowded.Next door to the Sands Hotel and linked to the shopping mall where there are some very good food outlets and high end shopping",2015-03-05,"Western Ireland, Ireland",bubble_30,ExpatKL88,Couple
161,The MBS Casino has free entry for foreign passport holders. Its quite big with many game tables. Played a bit of Blackjack with the minimum bets being S$25 and S$50. It is a bit on the higher side when compared to the Sentosa casino where the minimum bets start from S$10. People who dont smoke can go to the 1st floor which is a non-smoking floor but all the happening tables are on the ground floor. Beverages are free for all inside the casino.,2015-03-01,"Hyderabad, India",bubble_40,NishanthGG,Couple
162,"The most disgusting casino I've ever been to. For Sands, even somehow not solid. Slots with cropped payouts; few western games; self-service drinks; few tables with medium and low limits; no ATMs inside; three passport checks per visit; Foreigners may not enter all entrances and must walk through shops; dealers do not know the rules. Race to the bottom. Otherwise, do not plant.",2015-02-27,"Moscow, Russia",bubble_10,iAndretti,Couple
163,"We love going to casino everywhere we can ,and we have been already in great places like Vegas and Macau but this one i think is one of the most impressing one.lots of tables and lot of peoples. don't forget to bring your passport to inter and dress in long pants and closed shoes (for man) .the minimal blackjack table is 25$ (singapore dollar) and the roulette is 5$.possible to buy snacks and sandwich ( a very goos one ) for 4$. and drinks (light and coffee ) on the house.",2015-02-27,N.A.,bubble_50,Checkingntelling,Couple
164,"I'm not really sure what all the fuss is about... It's just a regular casino. It's big but not as big as I was expecting considering how much this casino grosses (more than the whole Las Vegas strip!)The best part of our night was going to the upstairs bar on level 57, not the casino.Casino floor is full of smokers. Left after about 45 mins of wandering the floor stinking of cigarettes. Free coffee/tea/cold drinks for patrons. ",2015-02-19,"Sydney, Australia",bubble_20,Alicia P,Couple
165,"What an amazing entertainment venue. floors upon floors of gaming tables, slot machines that just love to eat your money. Passports required for tourists to enter as Singaporeans have to pay a S$100 entry levy. Was worth the hassle of entry just to experience something of this magnitude. Then you have to have your passport checked again as you leave..... I guess its to make sure you are the right person leaving...... I don't understand why it was necessary........ never mind, their place their rules...... Great fun, but still have to return to work next week.....",2015-02-17,New Zealand,bubble_50,billyboy9501,Couple
166,The Marina Bay Sands Casino is like any of the big and popular casinos in Last Vega. You need to have your passport to enter. The Marina Bay is a MUST see in Singapore.  While you are there check out the Sands Casino.,2015-02-15,Kuwait,bubble_50,James F,Couple
167,"Too huge, too impersonal as anything in Marina Bay Sands complex, the overall experience was a bit of a bore. Spend some time at the roulette table, that was okay, but I felt all of the tables were just too crammed into central space with little place to walk between them. Didn't experience any queues, as went there quite early in the evening, ten-ish, actually managed to walk out with a small winning, but the overall experience was not so thrilling and stylish as comared to European casinos. This is just a huge machine to take money out of people, but without the fun or charm of it. Also, to the great disappointment of my husband, there were no poker tables.",2015-01-13,"Moscow, Russia",bubble_30,Tina Q,Couple
168,"Probably the worst Casino I have ever been in! First had to queue up and show our passports to get in, then the bottom level is smoking, so could not breathe. Went up a floor and walked around. No bars!!!!! There is a drinks trolley, like old school tea ladies, which were expensive. Casino was very bright, very smokey and had absolutely no atmosphere. We spent around 10 mins in there. Was quite appalled when you consider the glitz and glamour of the Marina Bay Sands and the shopping areas, then the casino. What a let down!",2014-12-30,Melbourne,bubble_10,TASfromAUS,Couple
